GroupContents,singleContents,clctitem,MIN Value,MAX Value,Types,digit length,SingleMethodName,isUse,4P8S,4P8S Rev,4P7S,3P8S,3P10S,3P10S_Rev,
DCIR,7 Cell DCIR check,W2MLMTQ4025,0.288,0.474,mOhm,3,Cell7_DCIR_C727,1,0,0,0,0,1,0,
DCIR,8 Cell DCIR check,W2MLMTQ4026,0.288,0.474,mOhm,3,Cell8_DCIR_C727,1,0,0,0,0,1,0,
DCIR,9 Cell DCIR check,W2MLMTQ4027,0.371,0.617,mOhm,3,Cell9_DCIR_C727,1,0,0,0,0,1,0,
DCIR,10 Cell DCIR check,W2MLMTQ4028,0.371,0.617,mOhm,3,Cell10_DCIR_C727,1,0,0,0,0,1,0,
DCIR,Cell DCIR Deviation,W2MLMTQ4029,0,0.186,mOhm,3,Cell_DCIR_Deviation_C727,1,0,0,0,0,1,0,
DCIR,Cell DCIR Ratio,W2MLMTQ4030,0,157,%,1,Cell_DCIR_Ratio_C727,1,0,0,0,0,1,0,
Final Delta Temp,Module Temperature1 Rise DCIR,W2MLMTQ4044,0.52,1.24,C,3,Delta_Temp_T1,1,0,0,0,0,1,0,
Final Delta Temp,Module Temperature2 Rise DCIR,W2MLMTQ4045,0.52,1.24,C,3,Delta_Temp_T2,1,0,0,0,0,1,0,
Final Voltages,Final Module voltage check,W2MLMTQ4031,28.552,28.808,V,3,Final_Module_Voltage,1,0,0,0,0,1,0,
Final Voltages,Final 1 Cell voltage check,W2MLMTQ4032,3.563,3.607,V,3,Final_Cell1_Voltage,1,0,0,0,0,1,0,
Final Voltages,Final 2 Cell voltage check,W2MLMTQ4033,3.563,3.607,V,3,Final_Cell2_Voltage,1,0,0,0,0,1,0,
Final Voltages,Final 3 Cell voltage check,W2MLMTQ4034,3.563,3.607,V,3,Final_Cell3_Voltage,1,0,0,0,0,1,0,
Final Voltages,Final 4 Cell voltage check,W2MLMTQ4035,3.563,3.607,V,3,Final_Cell4_Voltage,1,0,0,0,0,1,0,
Final Voltages,Final 5 Cell voltage check,W2MLMTQ4036,3.563,3.607,V,3,Final_Cell5_Voltage,1,0,0,0,0,1,0,
Final Voltages,Final 6 Cell voltage check,W2MLMTQ4037,3.563,3.607,V,3,Final_Cell6_Voltage,1,0,0,0,0,1,0,
Final Voltages,Final 7 Cell voltage check,W2MLMTQ4038,3.563,3.607,V,3,Final_Cell7_Voltage,1,0,0,0,0,1,0,
Final Voltages,Final 8 Cell voltage check,W2MLMTQ4039,3.563,3.607,V,3,Final_Cell8_Voltage,1,0,0,0,0,1,0,
Final Voltages,Final 9 Cell voltage check,W2MLMTQ4040,3.563,3.607,V,3,Final_Cell9_Voltage,1,0,0,0,0,1,0,
Final Voltages,Final 10 Cell voltage check,W2MLMTQ4041,3.563,3.607,V,3,Final_Cell10_Voltage,1,0,0,0,0,1,0,
Final Voltages,Final Cell delta voltage check,W2MLMTQ4042,0,44,mV,0,Final_Cell_Delta_Voltage,1,0,0,0,0,1,0,
Final Thermistor Check,Corrected Temperature1 Rise DCIR,W2MLMTQ4046,0.52,1.24,C,3,Final_Temp1,0,0,0,0,0,0,0,
Final Thermistor Check,Corrected Temperature2 Rise DCIR,W2MLMTQ4047,0.52,1.24,C,3,Final_Temp2,0,0,0,0,0,0,0,
Final Thermistor Check,Final Cell delta temperature check,W2MLMTQ4043,-2.8,2.8,C,2,Final_Cell_Delta_Temperature,1,0,0,0,0,1,0,
,,,,,,,,,,,,,,,
BarcodeReading,BarcodeReading,,,,,,BarcodeReading,1,0,0,0,0,0,1,
Probe Contact Check,(+) Probe Contact check,W2MLMTQ4001,37,500,nF,1,Plus_Probe_Contack,1,0,0,0,0,0,1,
IR Check 500V,(+) Isolation check 500V,W2MLMTQ4048,120,999998,Mohm,0,Plus_IR500,0,0,0,0,0,0,0,
Withstand voltage check,(+) Withstand voltage check,W2MLMTQ4049,0,1,mA,3,WithstandVoltage1,1,0,0,0,0,0,1,
IR Check,(+) Isolation check,W2MLMTQ4002,120,999998,Mohm,0,Plus_IR,1,0,0,0,0,0,1,
Voltages,Module Voltage check,W2MLMTQ4003,35.697,36.003,V,3,Module_Voltage,1,0,0,0,0,0,1,
Voltages,1 Cell Voltage check,W2MLMTQ4004,3.568,3.602,V,3,Cell1_Voltage,1,0,0,0,0,0,1,
Voltages,2 Cell Voltage check,W2MLMTQ4005,3.568,3.602,V,3,Cell2_Voltage,1,0,0,0,0,0,1,
Voltages,3 Cell Voltage check,W2MLMTQ4006,3.568,3.602,V,3,Cell3_Voltage,1,0,0,0,0,0,1,
Voltages,4 Cell Voltage check,W2MLMTQ4007,3.568,3.602,V,3,Cell4_Voltage,1,0,0,0,0,0,1,
Voltages,5 Cell Voltage check,W2MLMTQ4008,3.568,3.602,V,3,Cell5_Voltage,1,0,0,0,0,0,1,
Voltages,6 Cell Voltage check,W2MLMTQ4009,3.568,3.602,V,3,Cell6_Voltage,1,0,0,0,0,0,1,
Voltages,7 Cell Voltage check,W2MLMTQ4010,3.568,3.602,V,3,Cell7_Voltage,1,0,0,0,0,0,1,
Voltages,8 Cell Voltage check,W2MLMTQ4011,3.568,3.602,V,3,Cell8_Voltage,1,0,0,0,0,0,1,
Voltages,9 Cell Voltage check,W2MLMTQ4012,3.568,3.602,V,3,Cell9_Voltage,1,0,0,0,0,0,1,
Voltages,10 Cell Voltage check,W2MLMTQ4013,3.568,3.602,V,3,Cell10_Voltage,1,0,0,0,0,0,1,
Voltages,Cell Voltage deviation check,W2MLMTQ4014,0,34,mV,0,Cell_Voltage_Deviation,1,0,0,0,0,0,1,
Thermistor Check,Module thermistor 1 check,W2MLMTQ4015,17.28,28.71,C,2,Module_Thermistor_1,1,0,0,0,0,0,1,
Thermistor Check,Module thermistor 2 check,W2MLMTQ4016,17.28,28.71,C,2,Module_Thermistor_2,1,0,0,0,0,0,1,
Thermistor Check,Thermistor (temperature) difference check,W2MLMTQ4017,-2,2,C,2,Thermistor_Difference,1,0,0,0,0,0,1,
DCIR,Module DCIR check,W2MLMTQ4018,3.709,6.239,mOhm,3,Module_DCIR_C727,1,0,0,0,0,0,1,"3P10S, 3P10S_Rev"
DCIR,1 Cell DCIR check,W2MLMTQ4019,0.371,0.617,mOhm,3,Cell1_DCIR_C727,1,0,0,0,0,0,1,"3P8S, 3P10S, 3P10S_Rev"
DCIR,2 Cell DCIR check,W2MLMTQ4020,0.371,0.617,mOhm,3,Cell2_DCIR_C727,1,0,0,0,0,0,1,
DCIR,3 Cell DCIR check,W2MLMTQ4021,0.371,0.617,mOhm,3,Cell3_DCIR_C727,1,0,0,0,0,0,1,
DCIR,4 Cell DCIR check,W2MLMTQ4022,0.371,0.617,mOhm,3,Cell4_DCIR_C727,1,0,0,0,0,0,1,
DCIR,5 Cell DCIR check,W2MLMTQ4023,0.371,0.617,mOhm,3,Cell5_DCIR_C727,1,0,0,0,0,0,1,
DCIR,6 Cell DCIR check,W2MLMTQ4024,0.371,0.617,mOhm,3,Cell6_DCIR_C727,1,0,0,0,0,0,1,
DCIR,7 Cell DCIR check,W2MLMTQ4025,0.371,0.617,mOhm,3,Cell7_DCIR_C727,1,0,0,0,0,0,1,
DCIR,8 Cell DCIR check,W2MLMTQ4026,0.371,0.617,mOhm,3,Cell8_DCIR_C727,1,0,0,0,0,0,1,
DCIR,9 Cell DCIR check,W2MLMTQ4027,0.371,0.617,mOhm,3,Cell9_DCIR_C727,1,0,0,0,0,0,1,
DCIR,10 Cell DCIR check,W2MLMTQ4028,0.371,0.617,mOhm,3,Cell10_DCIR_C727,1,0,0,0,0,0,1,
DCIR,Cell DCIR Deviation,W2MLMTQ4029,0,0.246,mOhm,3,Cell_DCIR_Deviation_C727,1,0,0,0,0,0,1,
DCIR,Cell DCIR Ratio,W2MLMTQ4030,0,158,%,1,Cell_DCIR_Ratio_C727,1,0,0,0,0,0,1,
Final Delta Temp,Module Temperature1 Rise DCIR,W2MLMTQ4044,0.52,1.24,C,3,Delta_Temp_T1,1,0,0,0,0,0,1,
Final Delta Temp,Module Temperature2 Rise DCIR,W2MLMTQ4045,0.52,1.24,C,3,Delta_Temp_T2,1,0,0,0,0,0,1,
Final Voltages,Final Module voltage check,W2MLMTQ4031,35.692,36.008,V,3,Final_Module_Voltage,1,0,0,0,0,0,1,
Final Voltages,Final 1 Cell voltage check,W2MLMTQ4032,3.563,3.607,V,3,Final_Cell1_Voltage,1,0,0,0,0,0,1,
Final Voltages,Final 2 Cell voltage check,W2MLMTQ4033,3.563,3.607,V,3,Final_Cell2_Voltage,1,0,0,0,0,0,1,
Final Voltages,Final 3 Cell voltage check,W2MLMTQ4034,3.563,3.607,V,3,Final_Cell3_Voltage,1,0,0,0,0,0,1,
Final Voltages,Final 4 Cell voltage check,W2MLMTQ4035,3.563,3.607,V,3,Final_Cell4_Voltage,1,0,0,0,0,0,1,
Final Voltages,Final 5 Cell voltage check,W2MLMTQ4036,3.563,3.607,V,3,Final_Cell5_Voltage,1,0,0,0,0,0,1,
Final Voltages,Final 6 Cell voltage check,W2MLMTQ4037,3.563,3.607,V,3,Final_Cell6_Voltage,1,0,0,0,0,0,1,
Final Voltages,Final 7 Cell voltage check,W2MLMTQ4038,3.563,3.607,V,3,Final_Cell7_Voltage,1,0,0,0,0,0,1,
Final Voltages,Final 8 Cell voltage check,W2MLMTQ4039,3.563,3.607,V,3,Final_Cell8_Voltage,1,0,0,0,0,0,1,
Final Voltages,Final 9 Cell voltage check,W2MLMTQ4040,3.563,3.607,V,3,Final_Cell9_Voltage,1,0,0,0,0,0,1,
Final Voltages,Final 10 Cell voltage check,W2MLMTQ4041,3.563,3.607,V,3,Final_Cell10_Voltage,1,0,0,0,0,0,1,
Final Voltages,Final Cell delta voltage check,W2MLMTQ4042,0,44,mV,0,Final_Cell_Delta_Voltage,1,0,0,0,0,0,1,
Final Thermistor Check,Corrected Temperature1 Rise DCIR,W2MLMTQ4046,0.52,1.24,C,3,Final_Temp1,0,0,0,0,0,0,0,
Final Thermistor Check,Corrected Temperature2 Rise DCIR,W2MLMTQ4047,0.52,1.24,C,3,Final_Temp2,0,0,0,0,0,0,0,
Final Thermistor Check,Final Cell delta temperature check,W2MLMTQ4043,-2.8,2.8,C,2,Final_Cell_Delta_Temperature,1,0,0,0,0,0,1,
